,Unnamed: 0,Image,Collection,Production,Date,Occasion,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Season,Directors,Title Language,Leaflet Language
0,0.0,K.V.O. programmas 1893-97_00005-20211201_113354.jpg,1893-1897,De Vrijschutter,1893-10-03,Eerste vertoning,False,903641,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
1,1.0,K.V.O. programmas 1893-97_00009-20211201_113438.jpg,1893-1897,Willem Tell,1893-10-05,Eerste vertoning,False,316913,Willem Tell,DUI,Carl Reinecke,1971,Musik zu Schiller’s 'Wilhelm Tell,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
2,2.0,K.V.O. programmas 1893-97_00011-20211201_113452.jpg,1893-1897,De Vrijschutter,1893-10-10,,False,135474,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
3,3.0,K.V.O. programmas 1893-97_00013-20211201_113512.jpg,1893-1897,Willem Tell,1893-10-12,,False,520507,Willem Tell,DUI,Carl Reinecke,1971,Musik zu Schiller’s 'Wilhelm Tell,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
4,4.0,K.V.O. programmas 1893-97_00015-20211201_113528.jpg,1893-1897,Charlotte Corday,1893-11-16,,False,446314,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
5,5.0,K.V.O. programmas 1893-97_00017-20211201_113547.jpg,1893-1897,De Vrijschutter,1893-10-17,,False,156695,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
6,6.0,K.V.O. programmas 1893-97_00019-20211201_113606.jpg,1893-1897,Charlotte Corday,1893-10-19,,False,117629,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
7,7.0,K.V.O. programmas 1893-97_00023-20211201_113639.jpg,1893-1897,De Vrijschutter,1893-10-24,,False,883219,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
8,8.0,K.V.O. programmas 1893-97_00025-20211201_113654.jpg,1893-1897,Charlotte Corday,1893-10-26,,False,802097,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
9,9.0,K.V.O. programmas 1893-97_00027-20211201_113712.jpg,1893-1897,De Vrijschutter,1893-10-31,,False,131692,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
10,10.0,K.V.O. programmas 1893-97_00029-20211201_113749.jpg,1893-1897,Parisina,1893-11-02,,False,770103,Parisina,NL,Edward Keurvels,1887,Parisina,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
11,11.0,K.V.O. programmas 1893-97_00033-20211201_113824.jpg,1893-1897,De Vrijschutter,1893-11-07,,False,367621,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
12,12.0,K.V.O. programmas 1893-97_00035-20211201_113845.jpg,1893-1897,Parisina,1893-11-09,,False,991125,Parisina,NL,Edward Keurvels,1887,Parisina,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
13,13.0,K.V.O. programmas 1893-97_00037-20211201_113904.jpg,1893-1897,Leiden Ontzet,1893-11-14,,False,789711,Leiden Ontzet,NL,Cis Van der Linden,1894,Leiden Ontzet,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,NL,
14,14.0,K.V.O. programmas 1893-97_00039-20211201_113923.jpg,1893-1897,Leiden Ontzet,1893-11-21,,False,633432,Leiden Ontzet,NL,Cis Van der Linden,1894,Leiden Ontzet,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,NL,
15,15.0,K.V.O. programmas 1893-97_00041-20211201_113947.jpg,1893-1897,Preciosa,1893-11-23,,False,441846,Preciosa,DUI,Carl Maria von Weber,1821,Preciosa,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
16,16.0,K.V.O. programmas 1893-97_00045-20211201_114017.jpg,1893-1897,Preciosa,1893-11-30,,False,443437,Preciosa,DUI,Carl Maria von Weber,1821,Preciosa,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
17,17.0,K.V.O. programmas 1893-97_00047-20211201_114041.jpg,1893-1897,Leiden Ontzet,1893-12-05,,False,705935,Leiden Ontzet,NL,Cis Van der Linden,1894,Leiden Ontzet,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,NL,
18,18.0,K.V.O. programmas 1893-97_00049-20211201_114057.jpg,1893-1897,Leiden Ontzet,1893-12-12,,False,483171,Leiden Ontzet,NL,Cis Van der Linden,1894,Leiden Ontzet,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,NL,
19,19.0,K.V.O. programmas 1893-97_00051-20211201_114113.jpg,1893-1897,Pelops,1893-12-14,,False,640066,Pelops,TSJ,Fibich Zdeněk,1890,Námluvy Pelopovy,romantic opera,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
20,20.0,K.V.O. programmas 1893-97_00053-20211201_114128.jpg,1893-1897,De Vrijschutter,1893-12-19,,False,301548,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
21,21.0,K.V.O. programmas 1893-97_00055-20211201_114154.jpg,1893-1897,Tantalus,1893-12-21,Eerste vertoning,False,369138,Tantalus,TSJ,Zdeněk Fibich,1890,Smír Tantalův,?,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
22,22.0,K.V.O. programmas 1893-97_00057-20211201_114218.jpg,1893-1897,Liederik,1893-12-26,Eerste vertoning,False,740442,Liederik,NL,Joseph Mertens,1875,Liederik de rentmeester,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
23,23.0,K.V.O. programmas 1893-97_00059-20211201_114236.jpg,1893-1897,Tantalus,1893-12-28,,False,798666,Tantalus,TSJ,Zdeněk Fibich,1890,Smír Tantalův,?,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
24,24.0,K.V.O. programmas 1893-97_00061-20211201_114252.jpg,1893-1897,Liederik,1894-01-02,,False,272045,Liederik,NL,Joseph Mertens,1875,Liederik de rentmeester,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
25,25.0,K.V.O. programmas 1893-97_00063-20211201_114312.jpg,1893-1897,Tantalus,1894-01-04,,False,755564,Tantalus,TSJ,Zdeněk Fibich,1890,Smír Tantalův,?,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
26,26.0,K.V.O. programmas 1893-97_00065-20211201_114329.jpg,1893-1897,Liederik,1894-01-09,,False,322023,Liederik,NL,Joseph Mertens,1875,Liederik de rentmeester,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
27,27.0,K.V.O. programmas 1893-97_00065-20211201_114329.jpg,1893-1897,Concert van nationale werken,1894-01-09,,False,253657,Concert van nationale werken,?,?,?,?,concert,1893-1894,Edward Keurvels & Henry Fontaine,NL,
28,28.0,K.V.O. programmas 1893-97_00069-20211201_114407.jpg,1893-1897,Tantalus,1894-01-11,,False,646242,Tantalus,TSJ,Zdeněk Fibich,1890,Smír Tantalův,?,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
29,29.0,K.V.O. programmas 1893-97_00071-20211201_114425.jpg,1893-1897,De Vrijschutter,1894-01-16,Buitengewone vertoning ter Benifice van M. Lod. Leysen,False,518011,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
30,30.0,K.V.O. programmas 1893-97_00073-20211201_114447.jpg,1893-1897,Pelops,1894-01-18,,False,251996,Pelops,TSJ,Fibich Zdeněk,1890,Námluvy Pelopovy,romantic opera,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
31,31.0,K.V.O. programmas 1893-97_00075-20211201_114513.jpg,1893-1897,Liederik,1894-01-23,,False,213838,Liederik,NL,Joseph Mertens,1875,Liederik de rentmeester,zangspel,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
32,32.0,K.V.O. programmas 1893-97_00079-20211201_114550.jpg,1893-1897,Tantalus,1894-01-25,,False,664121,Tantalus,TSJ,Zdeněk Fibich,1890,Smír Tantalův,?,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
33,33.0,K.V.O. programmas 1893-97_00081-20211201_114641.jpg,1893-1897,De Vliegende Hollander,1894-02-01,Eerste vertoning,False,856529,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
34,34.0,K.V.O. programmas 1893-97_00083-20211201_114701.jpg,1893-1897,De Vliegende Hollander,1894-02-06,,False,405178,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
35,35.0,K.V.O. programmas 1893-97_00083-20211201_114701.jpg,1893-1897,De Vliegende Hollander,1894-02-08,,False,426812,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
36,36.0,K.V.O. programmas 1893-97_00085-20211201_114719.jpg,1893-1897,De Vrijschutter,1894-02-13,Ter benificie van Mej. Maria Levering,False,255523,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
37,37.0,K.V.O. programmas 1893-97_00087-20211201_114747.jpg,1893-1897,De Vliegende Hollander,1894-02-15,,False,451376,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
38,38.0,K.V.O. programmas 1893-97_00091-20211201_114827.jpg,1893-1897,Mellusina,1894-02-23,Eerste vertoning,False,617995,Mellusina,NL,Emiel Wambach,?,Mellusina. Een Lentedroom,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
39,39.0,K.V.O. programmas 1893-97_00093-20211201_114845.jpg,1893-1897,De Vliegende Hollander,1894-02-27,Ter benificie van Albert Baets,False,847587,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
40,40.0,K.V.O. programmas 1893-97_00095-20211201_114902.jpg,1893-1897,Mellusina,1894-03-01,,False,410091,Mellusina,NL,Emiel Wambach,?,Mellusina. Een Lentedroom,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
41,41.0,K.V.O. programmas 1893-97_00097-20211201_114923.jpg,1893-1897,Mellusina,1894-03-06,,False,958964,Mellusina,NL,Emiel Wambach,?,Mellusina. Een Lentedroom,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
42,42.0,K.V.O. programmas 1893-97_00097-20211201_114923.jpg,1893-1897,Mellusina,1894-03-08,,False,772733,Mellusina,NL,Emiel Wambach,?,Mellusina. Een Lentedroom,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
43,43.0,K.V.O. programmas 1893-97_00099-20211201_114946.jpg,1893-1897,De Vliegende Hollander,1894-03-13,Gala-vertoning,False,134317,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
44,44.0,K.V.O. programmas 1893-97_00101-20211201_115002.jpg,1893-1897,Mellusina,1894-03-15,,False,882781,Mellusina,NL,Emiel Wambach,?,Mellusina. Een Lentedroom,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,Unk,
45,45.0,K.V.O. programmas 1893-97_00103-20211201_115027.jpg,1893-1897,De Vliegende Hollander,1894-03-17,,False,530575,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
46,46.0,K.V.O. programmas 1893-97_00105-20211201_115046.jpg,1893-1897,De Vliegende Hollander,1894-03-20,,False,870488,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
47,47.0,K.V.O. programmas 1893-97_00107-20211201_115104.jpg,1893-1897,De Vrijschutter,1894-03-27,Ter benifice van Mej. Safir,False,189159,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
48,48.0,K.V.O. programmas 1893-97_00109-20211201_115132.jpg,1893-1897,Het Meilief,1894-03-29,Eerste vertoning,False,240260,Het Meilief,NL,Peter Benoit,1893,Het Meilief,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,NL,
49,49.0,K.V.O. programmas 1893-97_00111-20211201_115200.jpg,1893-1897,Het Meilief,1894-04-03,,False,985593,Het Meilief,NL,Peter Benoit,1893,Het Meilief,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,NL,
50,50.0,K.V.O. programmas 1893-97_00111-20211201_115200.jpg,1893-1897,Het Meilief,1894-04-05,,False,547495,Het Meilief,NL,Peter Benoit,1893,Het Meilief,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,NL,
51,51.0,K.V.O. programmas 1893-97_00113-20211201_115221.jpg,1893-1897,De Vliegende Hollander,1894-04-14,,False,793885,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
52,52.0,K.V.O. programmas 1893-97_00115-20211201_115246.jpg,1893-1897,Het Meilief,1894-04-19,,False,769981,Het Meilief,NL,Peter Benoit,1893,Het Meilief,lyrisch drama,1893-1894,Edward Keurvels & Henry Fontaine,NL,
53,53.0,K.V.O. programmas 1893-97_00117-20211201_115308.jpg,1893-1897,De Vrijschutter,1894-04-21,,False,230352,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
54,54.0,K.V.O. programmas 1893-97_00119-20211201_115324.jpg,1893-1897,De Vliegende Hollander,1894-04-24,,False,428102,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1893-1894,Edward Keurvels & Henry Fontaine,NL,
55,55.0,K.V.O. programmas 1893-97_00121-20211201_115347.jpg,1893-1897,Euryanthe,1894-10-06,Openingsvertoning,False,804496,Euryanthe,DUI,Carl Maria von Weber,1823,Euryanthe,romantisch zangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
56,56.0,K.V.O. programmas 1893-97_00121-20211201_115347.jpg,1893-1897,Euryanthe,1894-10-09,,False,381747,Euryanthe,DUI,Carl Maria von Weber,1823,Euryanthe,romantisch zangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
57,57.0,K.V.O. programmas 1893-97_00123-20211201_115431.jpg,1893-1897,Czaar en Timmerman,1894-10-13,,False,763655,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
58,58.0,K.V.O. programmas 1893-97_00125-20211201_115453.jpg,1893-1897,Czaar en Timmerman,1894-10-16,,False,730023,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
59,59.0,K.V.O. programmas 1893-97_00127-20211201_115516.jpg,1893-1897,Euryanthe,1894-10-20,,False,799966,Euryanthe,DUI,Carl Maria von Weber,1823,Euryanthe,romantisch zangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
60,60.0,K.V.O. programmas 1893-97_00129-20211201_115540.jpg,1893-1897,Czaar en Timmerman,1894-10-23,,False,236118,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
61,61.0,K.V.O. programmas 1893-97_00129-20211201_115540.jpg,1893-1897,Czaar en Timmerman,1894-10-27,,False,987391,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
62,62.0,K.V.O. programmas 1893-97_00131-20211201_115608.jpg,1893-1897,De Vrijschutter,1894-10-30,,False,972737,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
63,63.0,K.V.O. programmas 1893-97_00133-20211201_115740.jpg,1893-1897,Czaar en Timmerman,1894-11-03,,False,256749,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
64,64.0,K.V.O. programmas 1893-97_00135-20211201_115803.jpg,1893-1897,De Vliegende Hollander,1894-11-06,,False,482093,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
65,65.0,K.V.O. programmas 1893-97_00137-20211201_115828.jpg,1893-1897,De Vliegende Hollander,1894-11-10,,False,888687,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
66,66.0,K.V.O. programmas 1893-97_00139-20211201_115851.jpg,1893-1897,Preciosa,1894-11-13,,False,462952,Preciosa,DUI,Carl Maria von Weber,1821,Preciosa,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
67,67.0,K.V.O. programmas 1893-97_00141-20211201_115909.jpg,1893-1897,De Vliegende Hollander,1894-11-17,,False,494858,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
68,68.0,K.V.O. programmas 1893-97_00143-20211201_115929.jpg,1893-1897,Bergliot,1894-11-20,,False,249540,Bergliot,NOR,Edvard Grieg,?,Bergliot,lyrisch drama,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
69,69.0,K.V.O. programmas 1893-97_00147-20211201_120006.jpg,1893-1897,Czaar en Timmerman,1894-11-24,gala-vertoning,False,668148,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
70,70.0,K.V.O. programmas 1893-97_00151-20211201_120129.jpg,1893-1897,Ondine,1894-12-04,Eerste vertoning,False,804890,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
71,71.0,K.V.O. programmas 1893-97_00153-20211201_120142.jpg,1893-1897,De Vliegende Hollander,1894-12-01,gala-vertoning,False,696324,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
72,72.0,K.V.O. programmas 1893-97_00155-20211201_120207.jpg,1893-1897,De Vliegende Hollander,1894-12-07,,False,791253,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
73,73.0,K.V.O. programmas 1893-97_00157-20211201_120230.jpg,1893-1897,Ondine,1894-12-08,,False,211629,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
74,74.0,K.V.O. programmas 1893-97_00159-20211201_120249.jpg,1893-1897,Ondine,1894-12-11,,False,505786,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
75,75.0,K.V.O. programmas 1893-97_00161-20211201_120327.jpg,1893-1897,Ondine,1894-12-15,Gala-vertoning,False,120778,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
76,76.0,K.V.O. programmas 1893-97_00163-20211201_120347.jpg,1893-1897,Czaar en Timmerman,1894-12-26,,False,741386,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
77,77.0,K.V.O. programmas 1893-97_00165-20211201_120410.jpg,1893-1897,Jeanne D'Arc,1894-12-18,,False,713389,Jeanne D'Arc,FR,Charles Gounod,1873,Jeanne d'Arc,tragédie lyrique,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
78,78.0,K.V.O. programmas 1893-97_00167-20211201_120433.jpg,1893-1897,Ondine,1894-12-22,,False,692832,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
79,79.0,K.V.O. programmas 1893-97_00169-20211201_120453.jpg,1893-1897,Ondine,1894-12-25,,False,438947,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
80,80.0,K.V.O. programmas 1893-97_00171-20211201_120547.jpg,1893-1897,Czaar en Timmerman,1894-12-29,,False,719260,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
81,81.0,K.V.O. programmas 1893-97_00173-20211201_120608.jpg,1893-1897,Ondine,1895-01-02,,False,440225,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
82,82.0,K.V.O. programmas 1893-97_00175-20211201_120633.jpg,1893-1897,De Vliegende Hollander,1895-01-02,Volgens de nota van Verbruggen is deze voorstelling afgelast,False,925238,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
83,83.0,K.V.O. programmas 1893-97_00177-20211201_120703.jpg,1893-1897,De Vliegende Hollander,1895-01-05,,False,428338,De Vliegende Hollander,DUI,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
84,84.0,K.V.O. programmas 1893-97_00179-20211201_120722.jpg,1893-1897,Ondine,1895-08-01,,False,543735,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
85,85.0,K.V.O. programmas 1893-97_00181-20211201_120753.jpg,1893-1897,Ondine,1895-01-12,,False,884999,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
86,86.0,K.V.O. programmas 1893-97_00183-20211201_120821.jpg,1893-1897,Ondine,1895-01-15,,False,389451,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
87,87.0,K.V.O. programmas 1893-97_00183-20211201_120821.jpg,1893-1897,Ondine,1895-01-19,,False,656053,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
88,88.0,K.V.O. programmas 1893-97_00185-20211201_120840.jpg,1893-1897,Czaar en Timmerman,1895-01-22,Feestavond,False,192164,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
89,89.0,K.V.O. programmas 1893-97_00187-20211201_121011.jpg,1893-1897,Tannhauser,1895-01-26,,False,582952,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
90,90.0,K.V.O. programmas 1893-97_00193-20211201_121111.jpg,1893-1897,Tannhauser,1895-01-29,,False,648466,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
91,91.0,K.V.O. programmas 1893-97_00195-20211201_121132.jpg,1893-1897,Tannhauser,1895-02-02,Volgens de nota van Verbruggen is deze voorstelling vervangen door De Vliegende Hollander,False,330443,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
92,92.0,K.V.O. programmas 1893-97_00197-20211201_121200.jpg,1893-1897,Ondine,1895-02-05,,False,760375,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
93,93.0,K.V.O. programmas 1893-97_00199-20211201_121247.jpg,1893-1897,Tannhauser,1895-02-09,,False,706501,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
94,94.0,K.V.O. programmas 1893-97_00203-20211201_121340.jpg,1893-1897,Ondine,1895-02-12,,False,761657,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
95,95.0,K.V.O. programmas 1893-97_00205-20211201_121359.jpg,1893-1897,Tannhauser,1895-02-16,,False,561421,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
96,96.0,K.V.O. programmas 1893-97_00207-20211201_121435.jpg,1893-1897,Zriny,1895-02-19,Eerste vertoning,False,467472,Zriny,NL,Albert De Vleeshouwer,?,?,lyrisch treurspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
97,97.0,K.V.O. programmas 1893-97_00211-20211201_121513.jpg,1893-1897,Ondine,1895-02-26,,False,637967,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
98,98.0,K.V.O. programmas 1893-97_00213-20211201_121634.jpg,1893-1897,Zriny,1895-03-02,,False,554110,Zriny,NL,Albert De Vleeshouwer,?,?,lyrisch treurspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
99,99.0,K.V.O. programmas 1893-97_00215-20211201_121653.jpg,1893-1897,De Vrijschutter,1895-03-05,Feestavond,False,339518,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1894-1895,Edward Keurvels & Henry Fontaine,NL,
100,100.0,K.V.O. programmas 1893-97_00215-20211201_121653.jpg,1893-1897,Euryanthe,1895-03-05,Feestavond,False,844930,Euryanthe,DUI,Carl Maria von Weber,1823,Euryanthe,romantisch zangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
101,101.0,K.V.O. programmas 1893-97_00215-20211201_121653.jpg,1893-1897,Ondine,1895-03-05,Feestavond,False,354481,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
102,102.0,K.V.O. programmas 1893-97_00218-20211201_121758.jpg,1893-1897,Zriny,1895-03-12,,False,169543,Zriny,NL,Albert De Vleeshouwer,?,?,lyrisch treurspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
103,103.0,K.V.O. programmas 1893-97_00220-20211201_121818.jpg,1893-1897,Czaar en Timmerman,1895-03-16,,False,929383,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1894-1895,Edward Keurvels & Henry Fontaine,NL,
104,104.0,K.V.O. programmas 1893-97_00222-20211201_121836.jpg,1893-1897,Ondine,1895-03-19,Feestavond,False,105717,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1894-1895,Edward Keurvels & Henry Fontaine,Unk,
