,Unnamed: 0,Image,Collection,Production,Date,Occasion,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Season,Directors,Title Language,Leaflet Language
882,882.0,Nederlandsch Lyrisch Tooneel 1905-1906_00081-20211216_102056.jpg,1905-1906,Genesius,1905-12-09,,False,830293,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
883,883.0,Nederlandsch Lyrisch Tooneel 1905-1906_00085-20211216_102156.jpg,1905-1906,De Nieuwsgierige Vrouwen,1905-12-10,,False,186993,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie,NL,
884,884.0,Nederlandsch Lyrisch Tooneel 1905-1906_00088-20211216_102235.jpg,1905-1906,De Nieuwsgierige Vrouwen,1905-12-12,,False,186397,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie,NL,
885,885.0,Nederlandsch Lyrisch Tooneel 1905-1906_00089-20211216_102252.jpg,1905-1906,De Tooverfluit,1905-12-16,,False,427456,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
886,886.0,Nederlandsch Lyrisch Tooneel 1905-1906_00093-20211216_102402.jpg,1905-1906,Herbergprinses,1905-12-19,gala,False,912696,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
887,887.0,Nederlandsch Lyrisch Tooneel 1905-1906_00097-20211216_102508.jpg,1905-1906,De Meesterzangers van Nuremberg,1905-12-23,,False,637148,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
888,888.0,Nederlandsch Lyrisch Tooneel 1905-1906_00098-20211216_102522.jpg,1905-1906,Genesius,1905-12-26,,False,371605,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
889,889.0,Nederlandsch Lyrisch Tooneel 1905-1906_00101-20211216_102604.jpg,1905-1906,De Meesterzangers van Nürnberg,1905-12-23,,False,242114,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
890,890.0,Nederlandsch Lyrisch Tooneel 1905-1906_00105-20211216_102924.jpg,1905-1906,Genesius,1905-10-26,,False,499827,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
891,891.0,Nederlandsch Lyrisch Tooneel 1905-1906_00109-20211216_103134.jpg,1905-1906,De Meesterzangers van Nürnberg,1905-12-30,,False,377548,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
892,892.0,Nederlandsch Lyrisch Tooneel 1905-1906_00113-20211216_103652.jpg,1905-1906,De Tooverfluit,1906-01-02,Ter gelegenheid van Nieuwjaar,False,371744,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
893,893.0,Nederlandsch Lyrisch Tooneel 1905-1906_00114-20211216_103709.jpg,1905-1906,Quinten Massys,1906-01-04,Volksvertoning,False,694172,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1905-1906,Jef Judels & Bernard Tokkie,Unk,
894,894.0,Nederlandsch Lyrisch Tooneel 1905-1906_00117-20211216_104805.jpg,1905-1906,Het Minnebrugje,1906-01-04,Volksvertoning,False,149293,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
895,895.0,Nederlandsch Lyrisch Tooneel 1905-1906_00120-20211216_104900.jpg,1905-1906,De Meesterzangers van Nürnberg,1906-01-06,,False,874503,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
896,896.0,Nederlandsch Lyrisch Tooneel 1905-1906_00121-20211216_104907.jpg,1905-1906,Genesius,1906-01-09,feestavond,False,825341,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
897,897.0,Nederlandsch Lyrisch Tooneel 1905-1906_00125-20211216_105018.jpg,1905-1906,De Bruid der Zee,1906-01-09,,False,927136,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1905-1906,Jef Judels & Bernard Tokkie,NL,
898,898.0,Nederlandsch Lyrisch Tooneel 1905-1906_00126-20211216_105045.jpg,1905-1906,Genesius,1906-01-13,,False,298209,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
899,899.0,Nederlandsch Lyrisch Tooneel 1905-1906_00130-20211216_105203.jpg,1905-1906,De Meesterzangers van Nürnberg,1906-01-16,,False,424274,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
900,900.0,Nederlandsch Lyrisch Tooneel 1905-1906_00133-20211216_105352.jpg,1905-1906,Czaar en Timmerman,1906-01-16,"Wegens ongesteldheid, verandering van vertooning",False,920288,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
901,901.0,Nederlandsch Lyrisch Tooneel 1905-1906_00134-20211216_105412.jpg,1905-1906,De Bruid der Zee,1906-01-20,gala,False,557812,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1905-1906,Jef Judels & Bernard Tokkie,NL,
902,902.0,Nederlandsch Lyrisch Tooneel 1905-1906_00137-20211216_105502.jpg,1905-1906,De Bruid der Zee,1905-01-20,"gala, vanwege 50ste opvoering",False,703283,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1904-1905,Jef Judels & Bernard Tokkie,NL,
903,903.0,Nederlandsch Lyrisch Tooneel 1905-1906_00138-20211216_105524.jpg,1905-1906,Herbergprinses,1906-01-23,,False,896012,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
904,904.0,Nederlandsch Lyrisch Tooneel 1905-1906_00142-20211216_105721.jpg,1905-1906,Fidelio,1906-01-27,,False,422077,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
905,905.0,Nederlandsch Lyrisch Tooneel 1905-1906_00146-20211216_105831.jpg,1905-1906,Cleopatra,1906-01-30,vertooning ingericht door de Maatschappij 'Belanghebbenden van Dokken en Kaaien',False,534252,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1905-1906,Jef Judels & Bernard Tokkie,Unk,
906,906.0,Nederlandsch Lyrisch Tooneel 1905-1906_00146-20211216_105831.jpg,1905-1906,Winternachtsdroom,1906-01-30,vertooning ingericht door de Maatschappij 'Belanghebbenden van Dokken en Kaaien',False,932170,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1905-1906,Jef Judels & Bernard Tokkie,NL,
907,907.0,Nederlandsch Lyrisch Tooneel 1905-1906_00150-20211216_105957.jpg,1905-1906,Lohengrin,1906-02-03,,False,957476,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
908,908.0,Nederlandsch Lyrisch Tooneel 1905-1906_00153-20211216_110038.jpg,1905-1906,Genesius,1906-02-03,,False,207044,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
909,909.0,Nederlandsch Lyrisch Tooneel 1905-1906_00154-20211216_110051.jpg,1905-1906,Fidelio,1906-02-06,feestavond,False,838449,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
910,910.0,Nederlandsch Lyrisch Tooneel 1905-1906_00158-20211216_110150.jpg,1905-1906,Cleopatra,1906-02-10,,False,344991,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1905-1906,Jef Judels & Bernard Tokkie,Unk,
911,911.0,Nederlandsch Lyrisch Tooneel 1905-1906_00158-20211216_110150.jpg,1905-1906,Winternachtsdroom,1906-02-10,,False,857191,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1905-1906,Jef Judels & Bernard Tokkie,NL,
912,912.0,Nederlandsch Lyrisch Tooneel 1905-1906_00162-20211216_110253.jpg,1905-1906,Czaar en Timmerman,1906-02-11,,False,481296,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
913,913.0,Nederlandsch Lyrisch Tooneel 1905-1906_00165-20211216_110333.jpg,1905-1906,Fidelio,1906-02-13,,False,767962,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
914,914.0,Nederlandsch Lyrisch Tooneel 1905-1906_00166-20211216_110354.jpg,1905-1906,Figaro's Bruiloft,1906-02-17,"gala, ter gelegenheid van der 150e verjaardag van Mozart's geboorte",False,737160,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1905-1906,Jef Judels & Bernard Tokkie,NL,
915,915.0,Nederlandsch Lyrisch Tooneel 1905-1906_00170-20211216_110459.jpg,1905-1906,Herbergprinses,1906-02-20,feestavond,False,437277,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
916,916.0,Nederlandsch Lyrisch Tooneel 1905-1906_00174-20211216_110640.jpg,1905-1906,Figaro's Bruiloft,1906-02-24,,False,926848,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1905-1906,Jef Judels & Bernard Tokkie,NL,
917,917.0,Nederlandsch Lyrisch Tooneel 1905-1906_00178-20211216_110754.jpg,1905-1906,Cleopatra,1906-02-27,,False,700857,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1905-1906,Jef Judels & Bernard Tokkie,Unk,
918,918.0,Nederlandsch Lyrisch Tooneel 1905-1906_00178-20211216_110754.jpg,1905-1906,De Nieuwsgierige Vrouwen,1906-02-27,,False,998161,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie,NL,
919,919.0,Nederlandsch Lyrisch Tooneel 1905-1906_00182-20211216_110938.jpg,1905-1906,Fidelio,1906-03-01,Vertooning ingericht door den Onderwijskring 'Diesterweg',False,898073,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
920,920.0,Nederlandsch Lyrisch Tooneel 1905-1906_00186-20211216_111117.jpg,1905-1906,De Tooverfluit,1906-03-03,Volksvertoning,False,472587,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
921,921.0,Nederlandsch Lyrisch Tooneel 1905-1906_00190-20211216_111207.jpg,1905-1906,Figaro's Bruiloft,1906-03-10,,False,945619,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1905-1906,Jef Judels & Bernard Tokkie,NL,
922,922.0,Nederlandsch Lyrisch Tooneel 1905-1906_00193-20211216_111431.jpg,1905-1906,Fidelio,1906-03-06,,False,410329,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
923,923.0,Nederlandsch Lyrisch Tooneel 1905-1906_00198-20211216_111531.jpg,1905-1906,Door de Joodsche Wet,1906-03-11,,False,187967,Door de Joodsche Wet,?,H. Daniels,?,?,spel van het gelood,1905-1906,Jef Judels & Bernard Tokkie,NL,
924,924.0,Nederlandsch Lyrisch Tooneel 1905-1906_00198-20211216_111531.jpg,1905-1906,Tortelduifjes,1906-03-11,,False,208872,Tortelduifjes,NL,Henricus Melis,?,De Tortelduiven,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
925,925.0,Nederlandsch Lyrisch Tooneel 1905-1906_00201-20211216_111600.jpg,1905-1906,Lohengrin,1906-03-13,feestavond,False,791068,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
926,926.0,Nederlandsch Lyrisch Tooneel 1905-1906_00202-20211216_111612.jpg,1905-1906,Prinses Zonneschijn,1906-03-15,,False,926649,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1905-1906,Jef Judels & Bernard Tokkie,NL,
927,927.0,Nederlandsch Lyrisch Tooneel 1905-1906_00206-20211216_111654.jpg,1905-1906,De Bruid der Zee,1906-03-17,,False,104970,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1905-1906,Jef Judels & Bernard Tokkie,NL,
928,928.0,Nederlandsch Lyrisch Tooneel 1905-1906_00209-20211216_111734.jpg,1905-1906,Het Minnebrugje,1906-03-17,gala,False,261941,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1905-1906,Jef Judels & Bernard Tokkie,NL,
929,929.0,Nederlandsch Lyrisch Tooneel 1905-1906_00210-20211216_111745.jpg,1905-1906,Genesius,1906-03-18,,False,491193,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
930,930.0,Nederlandsch Lyrisch Tooneel 1905-1906_00213-20211216_111815.jpg,1905-1906,Figaro's Bruiloft,1906-03-20,Eereavond den heer Henry Engelen aangeboden,False,327679,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1905-1906,Jef Judels & Bernard Tokkie,NL,
931,931.0,Nederlandsch Lyrisch Tooneel 1905-1906_00214-20211216_111842.jpg,1905-1906,Lohengrin,1906-03-24,,False,940306,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
932,932.0,Nederlandsch Lyrisch Tooneel 1905-1906_00218-20211216_112153.jpg,1905-1906,Genesius,1906-03-27,Afscheidsvertoning den heer L. Swolfs aangeboden,False,256899,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie,Unk,
933,933.0,Nederlandsch Lyrisch Tooneel 1905-1906_00222-20211216_112252.jpg,1905-1906,Cleopatra,1906-03-31,Sluitvertoning,False,660260,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1905-1906,Jef Judels & Bernard Tokkie,Unk,
934,934.0,Nederlandsch Lyrisch Tooneel 1905-1906_00225-20211216_112327.jpg,1905-1906,Cleopatra,1906-03-01,,False,260298,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1905-1906,Jef Judels & Bernard Tokkie,Unk,
935,935.0,Nederlandsch Lyrisch Tooneel 1905-1906_00226-20211216_112337.jpg,1905-1906,Fidelio,1906-04-03,,False,550355,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1905-1906,Jef Judels & Bernard Tokkie,Unk,
936,936.0,Nederlandsch Lyrisch Tooneel 1906-1907_00007-20211216_113255.jpg,1906-1907,Tannhäuser,1906-10-02,"gala, opening van het toneeljaar",False,913924,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1906-1907,Jef Judels & Bernard Tokkie,Unk,
937,937.0,Nederlandsch Lyrisch Tooneel 1906-1907_00008-20211216_113313.jpg,1906-1907,Rijndwergen,1906-10-06,,False,506941,De Rijndwergen,NL,August De Boeck,1906,Rijndwergen,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
938,938.0,Nederlandsch Lyrisch Tooneel 1906-1907_00009-20211216_113325.jpg,1906-1907,De Rijndwergen,1906-10-06,gala,False,988966,De Rijndwergen,NL,August De Boeck,1906,Rijndwergen,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
939,939.0,Nederlandsch Lyrisch Tooneel 1906-1907_00010-20211216_113341.jpg,1906-1907,De Rijndwergen,1906-10-09,,False,220907,De Rijndwergen,NL,August De Boeck,1906,Rijndwergen,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
940,940.0,Nederlandsch Lyrisch Tooneel 1906-1907_00014-20211216_113436.jpg,1906-1907,Tannhäuser,1906-10-13,,False,517184,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1906-1907,Jef Judels & Bernard Tokkie,Unk,
941,941.0,Nederlandsch Lyrisch Tooneel 1906-1907_00018-20211216_113518.jpg,1906-1907,De Rijndwergen,1906-10-16,,False,133589,De Rijndwergen,NL,August De Boeck,1906,Rijndwergen,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
942,942.0,Nederlandsch Lyrisch Tooneel 1906-1907_00022-20211216_113617.jpg,1906-1907,De Getemde Feeks,1906-10-20,,False,908354,De Getemde Feeks,DUI,Hermann Goetz,1874,Der Widerspenstigen Zähmung,comic opera,1906-1907,Jef Judels & Bernard Tokkie,NL,
943,943.0,Nederlandsch Lyrisch Tooneel 1906-1907_00026-20211216_113715.jpg,1906-1907,De Getemde Feeks,1906-10-23,,False,105109,De Getemde Feeks,DUI,Hermann Goetz,1874,Der Widerspenstigen Zähmung,comic opera,1906-1907,Jef Judels & Bernard Tokkie,NL,
944,944.0,Nederlandsch Lyrisch Tooneel 1906-1907_00030-20211216_113807.jpg,1906-1907,Tannhäuser,1906-10-27,,False,629151,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1906-1907,Jef Judels & Bernard Tokkie,Unk,
945,945.0,Nederlandsch Lyrisch Tooneel 1906-1907_00034-20211216_113852.jpg,1906-1907,De Getemde Feeks,1906-10-30,,False,330853,De Getemde Feeks,DUI,Hermann Goetz,1874,Der Widerspenstigen Zähmung,comic opera,1906-1907,Jef Judels & Bernard Tokkie,NL,
946,946.0,Nederlandsch Lyrisch Tooneel 1906-1907_00038-20211216_113951.jpg,1906-1907,Tannhäuser,1906-11-01,Ter gelegenheid van allerheiligen,False,674101,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1906-1907,Jef Judels & Bernard Tokkie,Unk,
947,947.0,Nederlandsch Lyrisch Tooneel 1906-1907_00042-20211216_114050.jpg,1906-1907,De Getemde Feeks,1906-11-03,,False,822892,De Getemde Feeks,DUI,Hermann Goetz,1874,Der Widerspenstigen Zähmung,comic opera,1906-1907,Jef Judels & Bernard Tokkie,NL,
948,948.0,Nederlandsch Lyrisch Tooneel 1906-1907_00046-20211216_114138.jpg,1906-1907,Tannhäuser,1906-11-06,,False,235615,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1906-1907,Jef Judels & Bernard Tokkie,Unk,
949,949.0,Nederlandsch Lyrisch Tooneel 1906-1907_00050-20211216_114225.jpg,1906-1907,De Verzonken Klok,1906-11-10,"gala, eerste vertoning in BelgiÃ«",False,888338,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
950,950.0,Nederlandsch Lyrisch Tooneel 1906-1907_00054-20211216_114711.jpg,1906-1907,De Verzonken Klok,1906-11-13,,False,195910,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
951,951.0,Nederlandsch Lyrisch Tooneel 1906-1907_00058-20211216_114812.jpg,1906-1907,Herbergprinses,1906-11-15,,False,232797,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
952,952.0,Nederlandsch Lyrisch Tooneel 1906-1907_00061-20211216_114852.jpg,1906-1907,De Verzonken Klok,1906-11-17,,False,615260,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
953,953.0,Nederlandsch Lyrisch Tooneel 1906-1907_00061-20211216_114852.jpg,1906-1907,De Verzonken Klok,1906-11-20,,False,583668,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
954,954.0,Nederlandsch Lyrisch Tooneel 1906-1907_00062-20211216_114907.jpg,1906-1907,De Verzonken Klok,1906-11-24,,False,272246,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
955,955.0,Nederlandsch Lyrisch Tooneel 1906-1907_00066-20211216_115004.jpg,1906-1907,De Bruid der Zee,1906-11-27,,False,909341,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1906-1907,Jef Judels & Bernard Tokkie,NL,
956,956.0,Nederlandsch Lyrisch Tooneel 1906-1907_00069-20211216_115038.jpg,1906-1907,Laagland,1906-12-01,"Gala, eerste vertoning in BelgiÃ«",False,904132,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1906-1907,Jef Judels & Bernard Tokkie,NL,
957,957.0,Nederlandsch Lyrisch Tooneel 1906-1907_00069-20211216_115038.jpg,1906-1907,Laagland,1906-12-04,gala,False,413046,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1906-1907,Jef Judels & Bernard Tokkie,NL,
958,958.0,Nederlandsch Lyrisch Tooneel 1906-1907_00070-20211216_115104.jpg,1906-1907,De Verzonken Klok,1906-12-08,,False,782771,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
959,959.0,Nederlandsch Lyrisch Tooneel 1906-1907_00074-20211216_115201.jpg,1906-1907,Laagland,1906-12-11,,False,402623,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1906-1907,Jef Judels & Bernard Tokkie,NL,
960,960.0,Nederlandsch Lyrisch Tooneel 1906-1907_00077-20211216_115229.jpg,1906-1907,Herbergprinses,1906-12-10,vertoning aangeboden den leden van Antwerpse Rubenskring,False,420516,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
961,961.0,Nederlandsch Lyrisch Tooneel 1906-1907_00080-20211216_115315.jpg,1906-1907,De Verzonken Klok,1906-12-15,,False,426386,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
962,962.0,Nederlandsch Lyrisch Tooneel 1906-1907_00084-20211216_115408.jpg,1906-1907,Herbergprinses,1906-12-18,,False,225778,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
963,963.0,Nederlandsch Lyrisch Tooneel 1906-1907_00089-20211216_115501.jpg,1906-1907,De Bruid der Zee,1906-12-20,,False,556056,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1906-1907,Jef Judels & Bernard Tokkie,NL,
964,964.0,Nederlandsch Lyrisch Tooneel 1906-1907_00090-20211216_115711.jpg,1906-1907,Laagland,1906-12-22,,False,123669,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1906-1907,Jef Judels & Bernard Tokkie,NL,
965,965.0,Nederlandsch Lyrisch Tooneel 1906-1907_00093-20211216_115911.jpg,1906-1907,De Verzonken Klok,1906-12-25,,False,215650,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
966,966.0,Nederlandsch Lyrisch Tooneel 1906-1907_00097-20211216_115954.jpg,1906-1907,De Verzonken Klok,1906-12-29,,False,378426,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
967,967.0,Nederlandsch Lyrisch Tooneel 1906-1907_00101-20211216_120110.jpg,1906-1907,Laagland,1907-01-01,Ter gelegenheid van Nieuwjaar,False,814685,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1906-1907,Jef Judels & Bernard Tokkie,NL,
968,968.0,Nederlandsch Lyrisch Tooneel 1906-1907_00101-20211216_120110.jpg,1906-1907,Winternachtsdroom,1907-01-01,Ter gelegenheid van Nieuwjaar,False,435775,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1906-1907,Jef Judels & Bernard Tokkie,NL,
969,969.0,Nederlandsch Lyrisch Tooneel 1906-1907_00105-20211216_120205.jpg,1906-1907,Tannhäuser,1907-01-03,Feestavond,False,506074,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1906-1907,Jef Judels & Bernard Tokkie,Unk,
970,970.0,Nederlandsch Lyrisch Tooneel 1906-1907_00109-20211216_120445.jpg,1906-1907,Herbergprinses,1907-01-05,,False,333378,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
971,971.0,Nederlandsch Lyrisch Tooneel 1906-1907_00113-20211216_120528.jpg,1906-1907,De Getemde Feeks,1907-01-08,Volksvertoning,False,651453,De Getemde Feeks,DUI,Hermann Goetz,1874,Der Widerspenstigen Zähmung,comic opera,1906-1907,Jef Judels & Bernard Tokkie,NL,
972,972.0,Nederlandsch Lyrisch Tooneel 1906-1907_00117-20211216_120615.jpg,1906-1907,De Lustige Vrouwtjes van Windsor,1907-01-12,,False,972826,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
973,973.0,Nederlandsch Lyrisch Tooneel 1906-1907_00121-20211216_120713.jpg,1906-1907,De Verzonken Klok,1907-01-15,Gala,False,687054,De Verzonken Klok,RUS,Aleksey Davidov,1903,Потонувший колокол,sprookjesdrama,1906-1907,Jef Judels & Bernard Tokkie,NL,
974,974.0,Nederlandsch Lyrisch Tooneel 1906-1907_00125-20211216_120800.jpg,1906-1907,Quinten Massys,1907-01-17,Gala,False,211353,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1906-1907,Jef Judels & Bernard Tokkie,Unk,
975,975.0,Nederlandsch Lyrisch Tooneel 1906-1907_00133-20211216_120954.jpg,1906-1907,De Lustige Vrouwtjes van Windsor,1907-01-22,Feestavond,False,531047,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1906-1907,Jef Judels & Bernard Tokkie,NL,
976,976.0,Nederlandsch Lyrisch Tooneel 1906-1907_00137-20211216_121047.jpg,1906-1907,Kermisweelde,1907-01-26,,False,907407,Kermisweelde,NL,Arthur van Dooren,1907,Kermisweelde,operette,1906-1907,Jef Judels & Bernard Tokkie,NL,
