,Date,Original Premiere,Directors,Normalized Title,Composer,Multiple Bill,Season,Title Language,Occasion,Production Language,Dutch,German,Title_Language_GLM,Dutch_Title,German_Title
9526,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9527,,,August Baeyens,Arabella,Edmond Audran,False,1957-1958,Unk,N,German,False,True,other,False,False
9528,,,August Baeyens,Peter Grimes,Benjamin Britten,False,1957-1958,Unk,N,other,False,False,other,False,False
9529,,,August Baeyens,Bohème,Giacomo Puccini,False,1957-1958,Unk,N,other,False,False,other,False,False
9530,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9531,,,August Baeyens,Arabella,Edmond Audran,False,1957-1958,Unk,N,German,False,True,other,False,False
9532,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9533,,,August Baeyens,Driemeisjeshuis,Heinrich Berté,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9534,,,August Baeyens,Don Giovanni,Wolfgang Amadeus Mozart,False,1957-1958,Unk,N,other,False,False,other,False,False
9535,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9536,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9537,,,August Baeyens,Bohème,Giacomo Puccini,False,1957-1958,Unk,G,other,False,False,other,False,False
9538,,,August Baeyens,Hoffmann's Vertellingen,Jacques Offenbach,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9539,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9540,,,August Baeyens,Peter Grimes,Benjamin Britten,False,1957-1958,Unk,N,other,False,False,other,False,False
9541,,,August Baeyens,Don Giovanni,Wolfgang Amadeus Mozart,False,1957-1958,Unk,N,other,False,False,other,False,False
9542,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,G,other,False,False,other,False,False
9543,,,August Baeyens,Don Giovanni,Wolfgang Amadeus Mozart,False,1957-1958,Unk,N,other,False,False,other,False,False
9544,,,August Baeyens,Het Meisje van Arles,Georges Bizete,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9545,,,August Baeyens,Arabella,Edmond Audran,False,1957-1958,Unk,N,German,False,True,other,False,False
9546,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9547,,,August Baeyens,Bohème,Giacomo Puccini,False,1957-1958,Unk,N,other,False,False,other,False,False
9548,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9549,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9550,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9551,,,August Baeyens,Hoffmann's Vertellingen,Jacques Offenbach,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9552,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9553,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9554,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9555,,,August Baeyens,Don Giovanni,Wolfgang Amadeus Mozart,False,1957-1958,Unk,N,other,False,False,other,False,False
9556,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9557,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9558,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9559,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9560,,,August Baeyens,Driemeisjeshuis,Heinrich Berté,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9561,,,August Baeyens,Peter Grimes,Benjamin Britten,False,1957-1958,Unk,N,other,False,False,other,False,False
9562,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9563,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9564,,,August Baeyens,Hoffmann's Vertellingen,Jacques Offenbach,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9565,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9566,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9567,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9568,,,August Baeyens,Don Giovanni,Wolfgang Amadeus Mozart,False,1957-1958,Unk,N,other,False,False,other,False,False
9569,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9570,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9571,,,August Baeyens,Arabella,Edmond Audran,False,1957-1958,Unk,N,German,False,True,other,False,False
9572,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9573,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9574,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9575,,,August Baeyens,Bohème,Giacomo Puccini,False,1957-1958,Unk,N,other,False,False,other,False,False
9576,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9577,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9578,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9579,,,August Baeyens,Bohème,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9580,,1947,August Baeyens,De Zakdoekjes,Renier van der Velden,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9581,,,August Baeyens,Driemeisjeshuis,Heinrich Berté,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9582,,,August Baeyens,Bohème,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9583,,1947,August Baeyens,De Zakdoekjes,Renier van der Velden,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9584,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9585,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9586,,,August Baeyens,Bohème,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9587,,1947,August Baeyens,De Zakdoekjes,Renier van der Velden,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9588,,,August Baeyens,Aïda,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9589,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9590,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9591,,,August Baeyens,Lohengrin,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9592,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9593,,,August Baeyens,Hoffmann's Vertellingen,Jacques Offenbach,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9594,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,G,other,False,False,other,False,False
9595,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,G,other,False,False,other,False,False
9596,,,August Baeyens,Driemeisjeshuis,Heinrich Berté,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9597,,,August Baeyens,Aïda,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9598,,,August Baeyens,Lohengrin,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9599,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9600,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9601,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9602,,,August Baeyens,Lohengrin,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9603,,,August Baeyens,Tosca,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9604,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9605,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9606,,,August Baeyens,Lohengrin,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9607,,,August Baeyens,Hoffmann's Vertellingen,Jacques Offenbach,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9608,,,August Baeyens,Tosca,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9609,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9610,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9611,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9612,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9613,,,August Baeyens,Tosca,Giacomo Puccini,False,1957-1958,Unk,G,other,False,False,other,False,False
9614,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9615,,1954,August Baeyens,De Heilige van Bleecker Street,Gian Carlo Menotti,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9616,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9617,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9618,,,August Baeyens,Lohengrin,Richard Wagner,False,1957-1958,Unk,G,German,False,True,other,False,False
9619,,1954,August Baeyens,De Heilige van Bleecker Street,Gian Carlo Menotti,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9620,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9621,,1954,August Baeyens,De Heilige van Bleecker Street,Gian Carlo Menotti,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9622,,,August Baeyens,Tosca,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9623,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9624,,,August Baeyens,Bohème,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9625,,1947,August Baeyens,De Zakdoekjes,Renier van der Velden,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9626,,,August Baeyens,Aïda,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9627,,,August Baeyens,Driemeisjeshuis,Heinrich Berté,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9628,,,August Baeyens,Tosca,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9629,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9630,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9631,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,G,other,False,False,Dutch,True,False
9632,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9633,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9634,,1926,August Baeyens,Schuld en Boete,Arrigo Pedrollo,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9635,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9636,,,August Baeyens,Driemeisjeshuis,Heinrich Berté,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9637,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9638,,1926,August Baeyens,Schuld en Boete,Arrigo Pedrollo,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9639,,,August Baeyens,Faust,Charles Gounod,False,1957-1958,Unk,N,other,False,False,other,False,False
9640,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9641,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9642,,1926,August Baeyens,Schuld en Boete,Arrigo Pedrollo,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9643,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,G,other,False,False,Dutch,True,False
9644,,,August Baeyens,Bohème,Giacomo Puccini,False,1957-1958,Unk,N,other,False,False,other,False,False
9645,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9646,,,August Baeyens,De Parelvisschers,Georges Bizet,True,1957-1958,NL,N,other,False,False,Dutch,True,False
9647,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9648,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9649,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9650,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9651,,,August Baeyens,De Parelvisschers,Georges Bizet,True,1957-1958,NL,N,other,False,False,Dutch,True,False
9652,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9653,,,August Baeyens,Bohème,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9654,,1947,August Baeyens,De Zakdoekjes,Renier van der Velden,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9655,,,August Baeyens,Faust,Charles Gounod,False,1957-1958,Unk,N,other,False,False,other,False,False
9656,,,August Baeyens,De Parelvisschers,Georges Bizet,True,1957-1958,NL,N,other,False,False,Dutch,True,False
9657,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9658,,,August Baeyens,Hoffmann's Vertellingen,Jacques Offenbach,False,1957-1958,NL,G,other,False,False,Dutch,True,False
9659,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9660,,1910,August Baeyens,Het Meisje uit de Far-West,Giacomo Puccini,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9661,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9662,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9663,,,August Baeyens,Faust,Charles Gounod,False,1957-1958,Unk,N,other,False,False,other,False,False
9664,,,August Baeyens,Parsifal,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9665,,,August Baeyens,Tosca,Giacomo Puccini,True,1957-1958,Unk,N,other,False,False,other,False,False
9666,,1956,August Baeyens,Parwati,Willem Kersters,True,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9667,,,August Baeyens,Bohème,Giacomo Puccini,False,1957-1958,Unk,N,other,False,False,other,False,False
9668,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9669,,,August Baeyens,Driemeisjeshuis,Heinrich Berté,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9670,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9671,,,August Baeyens,Zwarte Viooltjes,August Baeyens,False,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9672,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9673,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9674,,,August Baeyens,Victoria en haar Huzaar,Paul Abraham,False,1957-1958,NL,G,German,False,True,Dutch,True,False
9675,,,August Baeyens,Faust,Charles Gounod,False,1957-1958,Unk,N,other,False,False,other,False,False
9676,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9677,,,August Baeyens,Zwarte Viooltjes,August Baeyens,False,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9678,,,August Baeyens,Aïda,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9679,,,August Baeyens,De Troubadour,Giuseppe Verdi,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9680,,,August Baeyens,De Zigeunerbaron,Johann Strauss,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9681,,1926,August Baeyens,Schuld en Boete,Arrigo Pedrollo,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9682,,,August Baeyens,Zwarte Viooltjes,August Baeyens,False,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9683,,1910,August Baeyens,Het Meisje uit de Far-West,Giacomo Puccini,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9684,,,August Baeyens,Samson en Dalila,Camille Saint-Saëns,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9685,,,August Baeyens,Pierlala,Daniel Sternefeld,False,1957-1958,Unk,N,Dutch,True,False,other,False,False
9686,,,August Baeyens,Aïda,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9687,,,August Baeyens,Faust,Charles Gounod,False,1957-1958,Unk,N,other,False,False,other,False,False
9688,,,August Baeyens,De Zigeunerbaron,Johann Strauss,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9689,,,August Baeyens,Othello,Antonín Dvořák,False,1957-1958,Unk,N,other,False,False,other,False,False
9690,,,August Baeyens,Faust,Charles Gounod,False,1957-1958,Unk,N,other,False,False,other,False,False
9691,,1910,August Baeyens,Het Meisje uit de Far-West,Giacomo Puccini,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9692,,,August Baeyens,De Parelvisschers,Georges Bizet,True,1957-1958,NL,N,other,False,False,Dutch,True,False
9693,,,August Baeyens,Pierlala,Daniel Sternefeld,True,1957-1958,Unk,N,Dutch,True,False,other,False,False
9694,,,August Baeyens,Zwarte Viooltjes,August Baeyens,False,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9695,,,August Baeyens,Faust,Charles Gounod,False,1957-1958,Unk,N,other,False,False,other,False,False
9696,,,August Baeyens,De Zigeunerbaron,Johann Strauss,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9697,,,August Baeyens,Othello,Antonín Dvořák,False,1957-1958,Unk,N,other,False,False,other,False,False
9698,,,August Baeyens,Othello,Antonín Dvořák,False,1957-1958,Unk,N,other,False,False,other,False,False
9699,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9700,,1910,August Baeyens,Het Meisje uit de Far-West,Giacomo Puccini,False,1957-1958,NL,N,other,False,False,Dutch,True,False
9701,,,August Baeyens,De Zigeunerbaron,Johann Strauss,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9702,,,August Baeyens,Carmen,Georges Bizet,False,1957-1958,Unk,N,other,False,False,other,False,False
9703,,,August Baeyens,Anna-Marie,Felix Körling,False,1957-1958,Unk,N,other,False,False,other,False,False
9704,,,August Baeyens,Tannhauser,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9705,,,August Baeyens,Othello,Antonín Dvořák,False,1957-1958,Unk,N,other,False,False,other,False,False
9706,,,August Baeyens,Lakme,Léo Delibes,False,1957-1958,Unk,N,other,False,False,other,False,False
9707,,,August Baeyens,Anna-Marie,Felix Körling,False,1957-1958,Unk,N,other,False,False,other,False,False
9708,,,August Baeyens,De Parelvisschers,Georges Bizet,True,1957-1958,NL,N,other,False,False,Dutch,True,False
9709,,,August Baeyens,Pierlala,Daniel Sternefeld,True,1957-1958,Unk,N,Dutch,True,False,other,False,False
9710,,,August Baeyens,Zwarte Viooltjes,August Baeyens,False,1957-1958,NL,N,Dutch,True,False,Dutch,True,False
9711,,,August Baeyens,Anna-Marie,Felix Körling,False,1957-1958,Unk,N,other,False,False,other,False,False
9712,,,August Baeyens,De Parelvisschers,Georges Bizet,True,1957-1958,NL,N,other,False,False,Dutch,True,False
9713,,,August Baeyens,Pierlala,Daniel Sternefeld,True,1957-1958,Unk,N,Dutch,True,False,other,False,False
9714,,,August Baeyens,Anna-Marie,Felix Körling,False,1957-1958,Unk,N,other,False,False,other,False,False
9715,,,August Baeyens,Tosca,Giacomo Puccini,False,1957-1958,Unk,N,other,False,False,other,False,False
9716,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9717,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9718,,,August Baeyens,Tannhauser,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9719,,,August Baeyens,Traviata,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9720,,,August Baeyens,Cavalleria Rusticana,Pietro Mascagni,True,1957-1958,ITA,N,other,False,False,other,False,False
9721,,,August Baeyens,Paljas,Ruggiero Leoncavallo,True,1957-1958,Unk,N,other,False,False,other,False,False
9722,,,August Baeyens,Tannhauser,Richard Wagner,False,1957-1958,Unk,N,German,False,True,other,False,False
9723,,,August Baeyens,Tosca,Giacomo Puccini,False,1957-1958,Unk,N,other,False,False,other,False,False
9724,,,August Baeyens,Aïda,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9725,,,August Baeyens,De Bedelstudent,Carl Millöcker,False,1957-1958,NL,N,German,False,True,Dutch,True,False
9726,,,August Baeyens,Traviata,Giuseppe Verdi,False,1957-1958,Unk,N,other,False,False,other,False,False
9727,,1926,Mina Bolotine,Turandot,Giacomo Puccini,False,1958-1959,unk,N,other,False,False,other,False,False
9728,,1926,Mina Bolotine,Turandot,Giacomo Puccini,False,1958-1959,unk,N,other,False,False,other,False,False
9729,,1946,Mina Bolotine,De Telefoon,Gian Carlo Menotti,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9730,,1945,Mina Bolotine,Het Medium,Gian Carlo Menotti,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9731,,,Mina Bolotine,Tooverfluit,Wolfgang Amadeus Mozart,False,1958-1959,NL,N,German,False,True,Dutch,True,False
9732,,1946,Mina Bolotine,De Telefoon,Gian Carlo Menotti,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9733,,1945,Mina Bolotine,Het Medium,Gian Carlo Menotti,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9734,,,Mina Bolotine,De Barbier van Sevilla,Giovanni Paisiello,False,1958-1959,NL,N,other,False,False,Dutch,True,False
9735,,,Mina Bolotine,Traviata,Giuseppe Verdi,False,1958-1959,Unk,N,other,False,False,other,False,False
9736,,,Mina Bolotine,Tooverfluit,Wolfgang Amadeus Mozart,False,1958-1959,NL,N,German,False,True,Dutch,True,False
9737,,1946,Mina Bolotine,De Telefoon,Gian Carlo Menotti,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9738,,1945,Mina Bolotine,Het Medium,Gian Carlo Menotti,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9739,,?,Mina Bolotine,Kleurensymfonie,Gioachino Rossini,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9740,,1919,Mina Bolotine,Pulcinella,Igor Strawinsky,True,1958-1959,unk,N,other,False,False,other,False,False
9741,,1841,Mina Bolotine,De Schim van de Roos,Carl von Weber,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9742,,,Mina Bolotine,Bolero,Maurice Ravel,True,1958-1959,Unk,N,other,False,False,other,False,False
9743,,1926,Mina Bolotine,Turandot,Giacomo Puccini,False,1958-1959,unk,N,other,False,False,other,False,False
9744,,,Mina Bolotine,Tooverfluit,Wolfgang Amadeus Mozart,False,1958-1959,NL,N,German,False,True,Dutch,True,False
9745,,,Mina Bolotine,Traviata,Giuseppe Verdi,False,1958-1959,Unk,N,other,False,False,other,False,False
9746,,,Mina Bolotine,Othello,Antonín Dvořák,False,1958-1959,Unk,N,other,False,False,other,False,False
9747,,,Mina Bolotine,Tooverfluit,Wolfgang Amadeus Mozart,False,1958-1959,NL,N,German,False,True,Dutch,True,False
9748,,,Mina Bolotine,Traviata,Giuseppe Verdi,False,1958-1959,Unk,N,other,False,False,other,False,False
9749,,,Mina Bolotine,Tannhauser,Richard Wagner,False,1958-1959,Unk,N,German,False,True,other,False,False
9750,,1926,Mina Bolotine,Turandot,Giacomo Puccini,False,1958-1959,unk,N,other,False,False,other,False,False
9751,,,Mina Bolotine,De Barbier van Sevilla,Giovanni Paisiello,False,1958-1959,NL,N,other,False,False,Dutch,True,False
9752,,?,Mina Bolotine,Kleurensymfonie,Gioachino Rossini,True,1958-1959,NL,G,other,False,False,Dutch,True,False
9753,,,Mina Bolotine,Tosca,Giacomo Puccini,True,1958-1959,Unk,G,other,False,False,other,False,False
9754,,,Mina Bolotine,Tannhauser,Richard Wagner,False,1958-1959,Unk,N,German,False,True,other,False,False
9755,,,Mina Bolotine,Hansje en Grietje,Engelbert Humperdinck,False,1958-1959,NL,N,German,False,True,Dutch,True,False
9756,,,Mina Bolotine,De Barbier van Sevilla,Giovanni Paisiello,False,1958-1959,NL,N,other,False,False,Dutch,True,False
9757,,1918,Mina Bolotine,Het Kasteel van Blauwbaard,Bela Bartok,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9758,,1927,Mina Bolotine,De Wonderbare Mandarijn,Bela Bartok,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9759,,1933,Mina Bolotine,Dansen uit Galanta,Zoltán Kodály,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9760,,1918,Mina Bolotine,Het Kasteel van Blauwbaard,Bela Bartok,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9761,,1927,Mina Bolotine,De Wonderbare Mandarijn,Bela Bartok,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9762,,1933,Mina Bolotine,Dansen uit Galanta,Zoltán Kodály,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9763,,1918,Mina Bolotine,Het Kasteel van Blauwbaard,Bela Bartok,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9764,,1927,Mina Bolotine,De Wonderbare Mandarijn,Bela Bartok,True,1958-1959,NL,N,other,False,False,Dutch,True,False
9765,,1933,Mina Bolotine,Dansen uit Galanta,Zoltán Kodály,True,1958-1959,NL,N,other,False,False,Dutch,True,False
