,Date,Original Premiere,Directors,Normalized Title,Composer,Multiple Bill,Season,Title Language,Occasion,Production Language,Dutch,German,Title_Language_GLM,Dutch_Title,German_Title
0,1893-10-03,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
1,1893-10-05,1971,Edward Keurvels & Henry Fontaine,Willem Tell,Carl Reinecke,False,1893-1894,Unk,N,German,False,True,other,False,False
2,1893-10-10,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
3,1893-10-12,1971,Edward Keurvels & Henry Fontaine,Willem Tell,Carl Reinecke,False,1893-1894,Unk,N,German,False,True,other,False,False
4,1893-11-16,?,Edward Keurvels & Henry Fontaine,Charlotte Corday,Peter Benoit,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
5,1893-10-17,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
6,1893-10-19,?,Edward Keurvels & Henry Fontaine,Charlotte Corday,Peter Benoit,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
7,1893-10-24,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
8,1893-10-26,?,Edward Keurvels & Henry Fontaine,Charlotte Corday,Peter Benoit,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
9,1893-10-31,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
10,1893-11-02,1887,Edward Keurvels & Henry Fontaine,Parisina,Edward Keurvels,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
11,1893-11-07,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
12,1893-11-09,1887,Edward Keurvels & Henry Fontaine,Parisina,Edward Keurvels,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
13,1893-11-14,1894,Edward Keurvels & Henry Fontaine,Leiden Ontzet,Cis Van der Linden,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
14,1893-11-21,1894,Edward Keurvels & Henry Fontaine,Leiden Ontzet,Cis Van der Linden,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
15,1893-11-23,1821,Edward Keurvels & Henry Fontaine,Preciosa,Carl Maria von Weber,False,1893-1894,Unk,N,German,False,True,other,False,False
16,1893-11-30,1821,Edward Keurvels & Henry Fontaine,Preciosa,Carl Maria von Weber,False,1893-1894,Unk,N,German,False,True,other,False,False
17,1893-12-05,1894,Edward Keurvels & Henry Fontaine,Leiden Ontzet,Cis Van der Linden,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
18,1893-12-12,1894,Edward Keurvels & Henry Fontaine,Leiden Ontzet,Cis Van der Linden,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
19,1893-12-14,1890,Edward Keurvels & Henry Fontaine,Pelops,Fibich Zdeněk,False,1893-1894,Unk,N,other,False,False,other,False,False
20,1893-12-19,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
21,1893-12-21,1890,Edward Keurvels & Henry Fontaine,Tantalus,Zdeněk Fibich,False,1893-1894,Unk,N,other,False,False,other,False,False
22,1893-12-26,1875,Edward Keurvels & Henry Fontaine,Liederik,Joseph Mertens,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
23,1893-12-28,1890,Edward Keurvels & Henry Fontaine,Tantalus,Zdeněk Fibich,False,1893-1894,Unk,N,other,False,False,other,False,False
24,1894-01-02,1875,Edward Keurvels & Henry Fontaine,Liederik,Joseph Mertens,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
25,1894-01-04,1890,Edward Keurvels & Henry Fontaine,Tantalus,Zdeněk Fibich,False,1893-1894,Unk,N,other,False,False,other,False,False
26,1894-01-09,1875,Edward Keurvels & Henry Fontaine,Liederik,Joseph Mertens,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
27,1894-01-09,?,Edward Keurvels & Henry Fontaine,Concert van nationale werken,?,False,1893-1894,NL,N,other,False,False,Dutch,True,False
28,1894-01-11,1890,Edward Keurvels & Henry Fontaine,Tantalus,Zdeněk Fibich,False,1893-1894,Unk,N,other,False,False,other,False,False
29,1894-01-16,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
30,1894-01-18,1890,Edward Keurvels & Henry Fontaine,Pelops,Fibich Zdeněk,False,1893-1894,Unk,N,other,False,False,other,False,False
31,1894-01-23,1875,Edward Keurvels & Henry Fontaine,Liederik,Joseph Mertens,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
32,1894-01-25,1890,Edward Keurvels & Henry Fontaine,Tantalus,Zdeněk Fibich,False,1893-1894,Unk,N,other,False,False,other,False,False
33,1894-02-01,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
34,1894-02-06,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
35,1894-02-08,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
36,1894-02-13,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
37,1894-02-15,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
38,1894-02-23,?,Edward Keurvels & Henry Fontaine,Mellusina,Emiel Wambach,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
39,1894-02-27,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
40,1894-03-01,?,Edward Keurvels & Henry Fontaine,Mellusina,Emiel Wambach,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
41,1894-03-06,?,Edward Keurvels & Henry Fontaine,Mellusina,Emiel Wambach,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
42,1894-03-08,?,Edward Keurvels & Henry Fontaine,Mellusina,Emiel Wambach,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
43,1894-03-13,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,G,German,False,True,Dutch,True,False
44,1894-03-15,?,Edward Keurvels & Henry Fontaine,Mellusina,Emiel Wambach,False,1893-1894,Unk,N,Dutch,True,False,other,False,False
45,1894-03-17,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
46,1894-03-20,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
47,1894-03-27,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
48,1894-03-29,1893,Edward Keurvels & Henry Fontaine,Het Meilief,Peter Benoit,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
49,1894-04-03,1893,Edward Keurvels & Henry Fontaine,Het Meilief,Peter Benoit,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
50,1894-04-05,1893,Edward Keurvels & Henry Fontaine,Het Meilief,Peter Benoit,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
51,1894-04-14,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
52,1894-04-19,1893,Edward Keurvels & Henry Fontaine,Het Meilief,Peter Benoit,False,1893-1894,NL,N,Dutch,True,False,Dutch,True,False
53,1894-04-21,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1893-1894,NL,N,German,False,True,Dutch,True,False
54,1894-04-24,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1893-1894,NL,N,German,False,True,Dutch,True,False
55,1894-10-06,1823,Edward Keurvels & Henry Fontaine,Euryanthe,Carl Maria von Weber,False,1894-1895,Unk,N,German,False,True,other,False,False
56,1894-10-09,1823,Edward Keurvels & Henry Fontaine,Euryanthe,Carl Maria von Weber,False,1894-1895,Unk,N,German,False,True,other,False,False
57,1894-10-13,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
58,1894-10-16,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
59,1894-10-20,1823,Edward Keurvels & Henry Fontaine,Euryanthe,Carl Maria von Weber,False,1894-1895,Unk,N,German,False,True,other,False,False
60,1894-10-23,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
61,1894-10-27,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
62,1894-10-30,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1894-1895,NL,N,German,False,True,Dutch,True,False
63,1894-11-03,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
64,1894-11-06,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1894-1895,NL,N,German,False,True,Dutch,True,False
65,1894-11-10,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1894-1895,NL,N,German,False,True,Dutch,True,False
66,1894-11-13,1821,Edward Keurvels & Henry Fontaine,Preciosa,Carl Maria von Weber,False,1894-1895,Unk,N,German,False,True,other,False,False
67,1894-11-17,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1894-1895,NL,N,German,False,True,Dutch,True,False
68,1894-11-20,?,Edward Keurvels & Henry Fontaine,Bergliot,Edvard Grieg,False,1894-1895,Unk,N,other,False,False,other,False,False
69,1894-11-24,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,G,German,False,True,Dutch,True,False
70,1894-12-04,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
71,1894-12-01,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1894-1895,NL,G,German,False,True,Dutch,True,False
72,1894-12-07,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1894-1895,NL,N,German,False,True,Dutch,True,False
73,1894-12-08,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
74,1894-12-11,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
75,1894-12-15,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,G,German,False,True,other,False,False
76,1894-12-26,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
77,1894-12-18,1873,Edward Keurvels & Henry Fontaine,Jeanne D'Arc,Charles Gounod,False,1894-1895,Unk,N,other,False,False,other,False,False
78,1894-12-22,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
79,1894-12-25,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
80,1894-12-29,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
81,1895-01-02,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
82,1895-01-02,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1894-1895,NL,N,German,False,True,Dutch,True,False
83,1895-01-05,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1894-1895,NL,N,German,False,True,Dutch,True,False
84,1895-08-01,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
85,1895-01-12,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
86,1895-01-15,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
87,1895-01-19,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
88,1895-01-22,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
89,1895-01-26,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
90,1895-01-29,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
91,1895-02-02,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
92,1895-02-05,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
93,1895-02-09,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
94,1895-02-12,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
95,1895-02-16,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
96,1895-02-19,?,Edward Keurvels & Henry Fontaine,Zriny,Albert De Vleeshouwer,False,1894-1895,Unk,N,Dutch,True,False,other,False,False
97,1895-02-26,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
98,1895-03-02,?,Edward Keurvels & Henry Fontaine,Zriny,Albert De Vleeshouwer,False,1894-1895,Unk,N,Dutch,True,False,other,False,False
99,1895-03-05,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1894-1895,NL,N,German,False,True,Dutch,True,False
100,1895-03-05,1823,Edward Keurvels & Henry Fontaine,Euryanthe,Carl Maria von Weber,False,1894-1895,Unk,N,German,False,True,other,False,False
101,1895-03-05,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
102,1895-03-12,?,Edward Keurvels & Henry Fontaine,Zriny,Albert De Vleeshouwer,False,1894-1895,Unk,N,Dutch,True,False,other,False,False
103,1895-03-16,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
104,1895-03-19,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
105,1895-03-23,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1894-1895,Unk,N,German,False,True,other,False,False
106,1895-03-30,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
107,1895-04-02,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1894-1895,Unk,N,German,False,True,other,False,False
108,1895-04-06,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1894-1895,Unk,N,German,False,True,other,False,False
109,1895-04-07,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1894-1895,Unk,N,German,False,True,other,False,False
110,1895-04-09,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1894-1895,Unk,N,German,False,True,other,False,False
111,1895-04-11,?,Edward Keurvels & Henry Fontaine,concert P. Benoit,?,False,1894-1895,NL,N,other,False,False,Dutch,True,False
112,1895-04-09,?,Edward Keurvels & Henry Fontaine,concert P. Benoit,?,False,1894-1895,NL,N,other,False,False,Dutch,True,False
113,1895-04-14,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1894-1895,NL,N,German,False,True,Dutch,True,False
114,1895-04-16,1834,Edward Keurvels & Henry Fontaine,Een Nacht te Grenada,Conradin Kreutzer,False,1894-1895,NL,N,German,False,True,Dutch,True,False
115,1895-04-20,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
116,1895-04-21,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1894-1895,Unk,N,German,False,True,other,False,False
117,1895-04-23,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
118,1895-04-28,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1894-1895,Unk,N,German,False,True,other,False,False
119,1895-04-30,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1894-1895,Unk,N,German,False,True,other,False,False
120,1895-04-30,?,Edward Keurvels & Henry Fontaine,Bergliot,Edvard Grieg,False,1894-1895,Unk,N,other,False,False,other,False,False
121,1895-10-01,1889,Edward Keurvels & Henry Fontaine,Brinio,Simon van Milligen,False,1895-1896,Unk,N,Dutch,True,False,other,False,False
122,1895-10-08,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1895-1896,NL,N,German,False,True,Dutch,True,False
123,1895-10-15,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
124,1895-10-19,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
125,1895-10-22,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
126,1895-10-26,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
127,1895-10-29,1833,Edward Keurvels & Henry Fontaine,Hans Heiling,Heinrich Marschner,False,1895-1896,Unk,N,German,False,True,other,False,False
128,1895-10-31,1833,Edward Keurvels & Henry Fontaine,Hans Heiling,Heinrich Marschner,False,1895-1896,Unk,N,German,False,True,other,False,False
129,1895-11-02,1833,Edward Keurvels & Henry Fontaine,Hans Heiling,Heinrich Marschner,False,1895-1896,Unk,N,German,False,True,other,False,False
130,1895-11-09,1833,Edward Keurvels & Henry Fontaine,Hans Heiling,Heinrich Marschner,False,1895-1896,Unk,N,German,False,True,other,False,False
131,1895-11-12,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1895-1896,NL,N,German,False,True,Dutch,True,False
132,1895-11-14,1846,Edward Keurvels & Henry Fontaine,De Wapensmid,Albert Lortzing,False,1895-1896,DUI,N,German,False,True,German,False,True
133,1895-11-16,1846,Edward Keurvels & Henry Fontaine,De Wapensmid,Albert Lortzing,False,1895-1896,DUI,N,German,False,True,German,False,True
134,1895-11-19,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
135,1895-11-23,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1895-1896,Unk,N,German,False,True,other,False,False
136,1895-11-26,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1895-1896,Unk,N,German,False,True,other,False,False
137,1895-11-30,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1895-1896,Unk,N,German,False,True,other,False,False
138,1895-12-03,1846,Edward Keurvels & Henry Fontaine,De Wapensmid,Albert Lortzing,False,1895-1896,DUI,N,German,False,True,German,False,True
139,1895-12-07,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
140,1895-12-10,1846,Edward Keurvels & Henry Fontaine,De Wapensmid,Albert Lortzing,False,1895-1896,DUI,N,German,False,True,German,False,True
141,1895-12-14,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,G,other,False,False,Dutch,True,False
142,1895-12-17,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
143,1895-12-21,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
144,1895-12-24,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
145,1895-12-26,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
146,1895-12-28,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1895-1896,Unk,N,German,False,True,other,False,False
147,1895-12-31,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1895-1896,NL,N,German,False,True,Dutch,True,False
148,1896-01-04,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
149,1895-01-07,1846,Edward Keurvels & Henry Fontaine,De Wapensmid,Albert Lortzing,False,1894-1895,DUI,N,German,False,True,German,False,True
150,1896-01-09,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,G,German,False,True,other,False,False
151,1896-01-11,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
152,1896-01-12,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
153,1896-01-14,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
154,1896-01-18,1846,Edward Keurvels & Henry Fontaine,De Wapensmid,Albert Lortzing,False,1895-1896,DUI,N,German,False,True,German,False,True
155,1896-01-21,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
156,1896-01-25,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
157,1896-01-28,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
158,1896-02-01,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1895-1896,NL,G,German,False,True,Dutch,True,False
159,1896-02-04,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1895-1896,NL,N,German,False,True,Dutch,True,False
160,1896-02-08,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
161,1896-02-11,1843,Edward Keurvels & Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1895-1896,NL,N,German,False,True,Dutch,True,False
162,1896-02-13,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
163,1896-02-16,1845,Edward Keurvels & Henry Fontaine,Ondine,Albert Lortzing,False,1895-1896,Unk,N,German,False,True,other,False,False
164,1896-02-18,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
165,1896-02-20,1890,Edward Keurvels & Henry Fontaine,Pelops,Fibich Zdeněk,False,1895-1896,Unk,G,other,False,False,other,False,False
166,1896-02-22,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,G,German,False,True,other,False,False
167,1896-02-25,1833,Edward Keurvels & Henry Fontaine,Hans Heiling,Heinrich Marschner,False,1895-1896,Unk,N,German,False,True,other,False,False
168,1896-02-29,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1895-1896,NL,N,German,False,True,Dutch,True,False
169,1896-03-03,1866,Edward Keurvels & Henry Fontaine,De Verkochte Bruid,Bedřich	Smetana,False,1895-1896,NL,N,other,False,False,Dutch,True,False
170,1896-03-07,1890,Edward Keurvels & Henry Fontaine,Tantalus,Zdeněk Fibich,False,1895-1896,Unk,N,other,False,False,other,False,False
171,1896-03-10,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
172,1896-03-14,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,1895-1896,NL,G,German,False,True,Dutch,True,False
173,1896-03-17,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,1895-1896,NL,N,German,False,True,Dutch,True,False
174,1896-03-21,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,1895-1896,NL,N,German,False,True,Dutch,True,False
175,1896-03-19,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,1895-1896,NL,N,German,False,True,Dutch,True,False
176,1896-03-24,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,1895-1896,NL,N,German,False,True,Dutch,True,False
177,1896-03-27,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,1895-1896,NL,N,German,False,True,Dutch,True,False
178,1896-03-28,1791,Edward Keurvels & Henry Fontaine,De Tooverfluit,Wolfgang Amadeus Mozart,False,1895-1896,NL,N,German,False,True,Dutch,True,False
179,1896-03-31,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
180,1896-04-07,1837,Edward Keurvels & Henry Fontaine,Czaar en Timmerman,Albert Lortzing,False,1895-1896,NL,N,German,False,True,Dutch,True,False
181,1896-04-12,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
182,1896-04-14,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
183,1896-04-19,1805,Edward Keurvels & Henry Fontaine,Fidelio,Ludwig van Beethoven,False,1895-1896,Unk,N,German,False,True,other,False,False
184,1896-04-21,1821,Edward Keurvels & Henry Fontaine,De Vrijschutter,Carl Maria von Weber,False,1895-1896,NL,N,German,False,True,Dutch,True,False
185,1896-04-26,1845,Edward Keurvels & Henry Fontaine,Tannhauser,Richard Wagner,False,1895-1896,Unk,N,German,False,True,other,False,False
